id,comment,like,text length,evaluation,evaluation,request,request,,,0,Negative
제스 엘러JessEllar,New subscriber here 갑사합니다,0,25,1,Positive,0,Not-Request,,,,
Plinky Rabanal,https://youtu.be/0uvs5nAQnv0 please react for this one too.. SB19s' Hanggang sa huli live performance.,0,102,33,SS,1,Request,,,,
Donnabelle Billones,"As a Filipino, for me they are the only group that can REALLY SING (live) AND DANCE at the same time. We have a lot of groups but only but SB19 can do both. It's really a first time for us to have a legit idol group.Very true on the visual, his name is Justin. Thank you for the time and for the review. Check their Go Up dance practise video, that went viral that's why they're popular here in the Philippines. It may seem normal to Koreans to have dance synchronization, but to us its our first. Please support SB19 ",0,518,33,SS,1,Request,,,,
Alkee Plaza,Nice name,0,9,33,SS,0,Not-Request,,,,
Uniquole,"In my perspective as a Filipino, this is something new and something all of us did not expect to work out well. Filipino artists have tried many times before, having a kind of group that can dance and sing well but it all failed. Those filipino artists that have tried this had made it sound corny, the lyrics and the dances all sounded forced to me. I thought we Filipinos should just stop and focus on 100% vocals as that is the only thing I see that our country is very good at and well-known. But when the 1st time I heard SB19, it has excited me because I didn't know it would work! The lyrics were on point, and the music too. It's catchy and it didn't sound forced to me. It all sounded natural and finally, a Filipino group who can not only sing well, but be in sync when dancing. It excites me what more they can offer. It made me want to listen to them more. I thought ""ahh, so this is how it sounds like when a korean listens to kpop""",0,945,33,SS,0,Not-Request,,,,
Zhin,"12:21 In a Filipino stand point, the music style is definitely not new to us, as majority of SB19's supporters are kpop fans too. Honestly, rather than bringing new sound to the Philippine music industry, they're more like ""setting the standards and raising up the boygroup game"" in the industry. Any kpop fans definitely has adapted the ""korean standards"" for choosing their idols. The fact that Filipino Kpop fans anticipated and cheered for them for SB19's 1st comeback, it is already a sign that they're definitely worth to be supported. They may not be the most handsome or 'visual' looking idols, but I do believe that they're being recognize more because they're talented, genuine and humble persons more than having ""the kpop concept"". People can't help but cheer for them because of they're dedication to reach their dreams.",0,833,33,SS,0,Not-Request,,,,
jean habla,"Hello there TaeTae, I am from Philippines. Believe me, as I first heard this song of SB19 I really thought that it was a kpop song. They are very talented. I must proudly say that I am an aurum(sb19fandom name) now. They are also as cute as koreans!",0,249,33,SS,0,Not-Request,,,,
its me Sandrea,감사합니다! ,0,7,1,Positive,0,Not-Request,,,,
Vash Koi,"I really like their song and choreography. I agree with you, the song didn't showcase their true vocal power but they are really good and I know, they can make a song in the future that will release their inner KRAKEN! lol All of them can sing specially Stell (the main vocals). Their vocals are really stable when performing live and this is the first Filipino Idol Group that wasn't trying hard and is pure talent. Well about the music video (editing & directing) wasn't that good but maybe the next editor/director can do better.All I know is that they will keep on improving their talents and prove those people bashing them right now, that with hard work and perseverance they can fulfill their dreams.",0,707,33,SS,0,Not-Request,,,,
Game Gamer,Tbh they arent that good-looking for Filipino's but they like them cause they are good.,1,87,33,SS,0,Not-Request,,,,
Zhaira Mae Gamurot,Please watch them on their peformance in Wish 107.5,0,51,33,SS,1,Request,,,,
STAN SB19,"I'm a Filipino and I really like SB19, they are creating history. They are now getting a lot of attention here in the Philippines. I love SB19, they are really talented and funny.I support them.  #STREAMSB19GOUP",0,211,33,SS,0,Not-Request,,,,
OH Boy,Tae Tae!,0,8,33,SS,0,Not-Request,,,,
Mary Ann,Nice reaction...my kpop idol now....galing kasi nila eh...,0,58,1,Positive,0,Not-Request,,,,
persia trujilla,"they're so popular right now in the philippines, because of their music. hope you'll support our brothers.",0,106,33,SS,1,Request,,,,
RayProdTV,He said he thinks that the company has cast the most handsome Filipino members? Kita nyo na.. kahit taga ibang bansa hindi natingin sa itsura kundi sa talent..,0,159,0,Negative,0,Not-Request,,,,
Mimi Louise,"Here in the Philippines we don't just stan because of the looks/visual, WE STAN TRUE TALENTS",0,92,0,Negative,0,Not-Request,,,,
i.ken. d,"Hi Taetae! if you want to see their dancing skills you can check their GO UP DANCE PRACTICE VIDEO, and if you want to assess their vocal skills check out their live fancam video of HANGGANG SA HULI.. thanks for the good words to our SB19..Take care! : )",0,253,33,SS,1,Request,,,,
Salbea Abdul,12:42,0,5,33,SS,0,Not-Request,,,,
iKON_SB19mybabies YGSB,tahank you ,0,11,1,Positive,0,Not-Request,,,,
페테,태연 편도 해주실수있나요?! 비긴어게인 여새 영상두많아가지구,0,33,33,SS,1,Request,,,,
Evolve Piscean to Queen Of Swords 1111,Very new to us...But totally awe coz of the talent.A lot of trying hards here but they were really really talented whom we think will last.,0,139,33,SS,0,Not-Request,,,,
Shio,I like your reviews it is very technical you explain it very well,0,65,1,Positive,0,Not-Request,,,,
April Joy Bernal,"They are the first filipino boy group like kpop...they are gaining recognation in the philipines....they have also songs that u can react like ""tilaluha""they sing korean  song also...thank u",0,190,33,SS,1,Request,,,,
longhairfen,"Visualswise, the producers intentionally prioritized talent over looks in choosing the members of this group.",0,109,33,SS,0,Not-Request,,,,
Norfain Badal,SB19 P-pop group..   ,0,21,33,SS,0,Not-Request,,,,
Livlef,"The debut of this group opened up new doors for Philippine Music industry. The song gives off a very refreshing vibe to it and contains inspiring message as it tackles about reaching for one's dream, and positivity. Although the song has kpop-style and vibe, as a Filipino I really love how they embedded Tagalog into Korean music style. It may not be as great as other k-pop songs, but it's a start of something new, and we are welcoming this breakthrough with open arms and hopes for improvement. Please react to their single entitled, ""Tilaluha"" and give us your reviews on it. Thank you for reacting to them. Great day ahead!",0,629,1,Positive,1,Request,,,,
리엘,비주얼요? 일단 제가 필리핀 팬입니다.. 전적으로 필리핀 사람들은 비주얼이 상관 안해요.. 실력만 봤을때 필리핀 사람들은 관심 많아요.. SB19 나왔을때 많은 사람들이 응원해줬셨어요.,0,103,0,Negative,0,Not-Request,,,,
Rossielyn Arguela,their Producer is KOrean thats why they are Look Kpop mr.,0,57,33,SS,0,Not-Request,,,,
April Grace Ruiz,"Hi :) as a Filipino myself, I feel so proud of this team. SB19 is a group of individuals with a dream and massive potential to succeed in the near future. Unlike other groups who previously debuted here in Philippines, this group focuses on talent and effort and not just looks (i mean, they don't solely rely on their looks to gain popularity). They actually sing live during performances while dancing satisfyingly in synch. Hope you get to watch their live performance of ""tilaluha"" and ""hanggang sa huli"" both are ballad songs. Thank you! ",0,543,33,SS,1,Request,,,,
Cyril Erasquin,"They have been trending in the  philippines this past few weeks because of their dedication and passion on their craft. 3 of the members trained for almost 4 years and the two of them which is Ken the man with a deep voice and also the main dancer and the visual you were talking about trained for almost 3 years before they debuted. Their live vocals is quiet impressive. You might want to check their live performance of Go Up, Tilaluha and their unreleased song Hanggang sa Huli and Love Goes. Thank you for reacting to SB19!",0,528,1,Positive,0,Not-Request,,,,
Anne Lawin,Dont worry .this is the first single you can see the explosion of the song you look feel like k pop. Coz the one who teach them.train them a korean girl so.no wonder right.,0,172,33,SS,0,Not-Request,,,,
Boss keann Verlonia,Pota tae tae sir daming cancer hahaha,0,37,0,Negative,0,Not-Request,,,,
Jay Kei Emcee,In Filipino Tae Tae means ShitX2. Thank me later.,0,49,33,SS,0,Not-Request,,,,
Ms. F,"Hi again taetae, thank u for reacting to sb19.As for now sb19 is new in the industry  And what's surprising in this group is they are the one who writes their song and makes their choreography. And for us Filipinos we can say that they are the best boy group in the Philippines right now because they can sing and dance. And they are the 1st boy group who can do both. By the way thank u, thank u so much for reading and granting my wish, it really means a lot to me. ",0,468,1,Positive,0,Not-Request,,,,
Tine Sinatao,Dance practice and 2 speed dance po,0,35,33,SS,0,Not-Request,,,,
Jean Gonzales,Pls watch their go up dance practice,0,36,33,SS,1,Request,,,,
CathleeJhane Montel,Dance practice of SB19 so very very beautiful,0,45,33,SS,0,Not-Request,,,,
KissB6002 Park,you should listen to thier live perf on WISH 107.5 BUS,0,54,33,SS,1,Request,,,,
Enneirda Mendoza,"THEY ARE  A NEW BOY GROUP  FROM THE PHILIPPINES .PLEASE  CHECK  THEIR ""GO UP."" DANCE  PRACTICE TOO.  AND THE ""TILALUHA"" SONG.",0,125,33,SS,1,Request,,,,
츄츄츄주세요,The dance practice video is so much better than the MV imo,0,58,33,SS,0,Not-Request,,,,
Guiller King Amodo,"I am a Filipino music lover here. I was not expecting this kind of genre to Filipino music too. This is very new to us. Actually, if I am not mistaken, there had been many times that Filipino showbiz entertaient tried to do pop music like that of K-pop culture but it just didn't click (that is in my own opinion). When I learned about the group, SB19, I was hesitant to watch their videos as the genre may be a bit off-tangent again comparing to what we usually hear in most of the Filipino music. But it is so surprising that the group pulled out the music so well. It was such a good mix of the Tagalpg lyrics with that of the K-pop vibe. It is new but it is not boring. I love how you reacted to their video. I hope, the Philippine Music will support this new trends as well. Lots of love here from PH. ",0,807,33,SS,0,Not-Request,,,,
MsPassiontea,I am nothing but a proud mama for these boys! Many have tried to have that kpop vibe here but its all a fail and cannot even be a copycatLoool. Even celebrities tried but not even close.I am glad these boys are making something new to our music scene. I became a fan the moment They released their song. And I am really looking forward for more!Thank you for that honest review. Really appreciate it!,0,400,1,Positive,0,Not-Request,,,,
Jussel Ann,"The music was produce by realbro who produce Wanna One -  Always, Straykids and TVXQ songs but the members wrote the lyrics.",0,124,33,SS,0,Not-Request,,,,
Elaine Joy Mayol,현재 SB19이가 인기가 많아요 Go Up 때문에. 작년에 발라드 곡을 이미 데뷔했어요. 필리핀에서 이 멤버들이 비주얼 담당 아니지만 탈랜트 폭발이에요. 그리고 리액션 해져서 감사합니다~,0,104,33,SS,0,Not-Request,,,,
Lar & Jazz,They are now trending #8,0,24,33,SS,0,Not-Request,,,,
aprilyn Biala,please watch there rehersals,0,28,33,SS,1,Request,,,,
Chimchim Junbob,"안녕하세요 태태 ! Thanks for the good and honest review!  as a Filipino and a Kpop fan,SB19s style wasnt that strange for us. We know the feeling and approach of the group,considering they were trained under Korean company.But for other people who arent into Kpop also appreciate their talent. As a kpop fan i can say that I am really meticulous when it comes to boy groups because I,we know how k-trainings were done. After seeing their talents I can proudly say that these guys are really talented and not trying hard,they have more to show and thanks to their company for bringing out their talents in this competetive way.Where in the world where people judge only the surface of what they see and only love the things who are shining brightly.Yes it has Kpop influenced, and i must say Kpop here in Philippines and Kdramas are a bit. But the fact that they are promoting Philippines and Korea at the same time makes our heart happy and proud.Yea maybe this is a new approach for some but I guess this is part of the revolving Music Industry and everyone must be open for changes and risk to try new things.And these lads are really something.",0,1140,1,Positive,0,Not-Request,,,,
